stock_code,fiscal_year,esg_year,company_name,industry,esg_grade,e_grade,s_grade,g_grade,universe,in_corp_code,in_collected_reports,in_sections_extracted,in_firm_year_documents,in_features_expF,in_merged_expF,status,sub_status,reason,source_pipeline,recovery_method,rcept_no,total_tokens,esg_signal_count,g_signal_count,esg_signal_ratio,g_signal_ratio,esg_tfidf_concentration,esg_g_relative,bp_contamination_rate,kcgs_grade,kcgs_grade_7,kcgs_grade_4
004020,2022,2023,현대제철,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230314001097.0,5200.0,185.0,236.0,0.0356,0.0454,0.1082,1.0,0.0,A,5.0,3.0
004020,2023,2024,현대제철,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240318000916.0,6102.0,213.0,277.0,0.0349,0.0454,0.1093,1.0,0.0,A,5.0,3.0
004170,2021,2022,신세계,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316000691.0,2277.0,1.0,273.0,0.0004,0.1199,0.1365,1.0,0.0,A,5.0,3.0
004170,2022,2023,신세계,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230315001319.0,2695.0,15.0,334.0,0.0056,0.1239,0.1405,1.0,0.0,A,5.0,3.0
004170,2023,2024,신세계,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240313001406.0,2204.0,12.0,288.0,0.0054,0.1307,0.1418,1.0,0.0,A,5.0,3.0
004990,2021,2022,롯데지주,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220317001201.0,3676.0,25.0,229.0,0.0068,0.0623,0.0803,1.0,0.0,A,5.0,3.0
004990,2022,2023,롯데지주,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
004990,2023,2024,롯데지주,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
005070,2021,2022,코스모신소재,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220408002366.0,175.0,0.0,20.0,0.0,0.1143,0.1045,1.0,0.0,B,3.0,2.0
005070,2022,2023,코스모신소재,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230315000297.0,1102.0,5.0,126.0,0.0045,0.1143,0.145,1.0,0.0,D,1.0,1.0
005070,2023,2024,코스모신소재,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240315000492.0,847.0,3.0,100.0,0.0035,0.1181,0.1297,1.0,0.0,C,2.0,1.0
005180,2021,2022,빙그레,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316000608.0,3170.0,23.0,112.0,0.0073,0.0353,0.046,1.0,0.0,A,5.0,3.0
005180,2022,2023,빙그레,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230315000500.0,3139.0,24.0,101.0,0.0076,0.0322,0.0383,1.0,0.0,A,5.0,3.0
005180,2023,2024,빙그레,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240313000739.0,2550.0,28.0,101.0,0.011,0.0396,0.0586,1.0,0.0,A,5.0,3.0
005380,2021,2022,현대차,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316001052.0,7248.0,130.0,314.0,0.0179,0.0433,0.0686,1.0,0.0,A,5.0,3.0
005490,2021,2022,POSCO홀딩스,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220310001226.0,11161.0,307.0,376.0,0.0275,0.0337,0.0599,1.0,0.0,A,5.0,3.0
005830,2021,2022,DB손해보험,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220317000925.0,1799.0,7.0,212.0,0.0039,0.1178,0.1321,1.0,0.0,A,5.0,3.0
005830,2022,2023,DB손해보험,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230322000917.0,2004.0,8.0,231.0,0.004,0.1153,0.1318,1.0,0.0,B+,4.0,2.0
005830,2023,2024,DB손해보험,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240430000990.0,2306.0,10.0,268.0,0.0043,0.1162,0.1304,1.0,0.0,B+,4.0,2.0
005930,2021,2022,삼성전자,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220308000798.0,3943.0,100.0,233.0,0.0254,0.0591,0.1254,1.0,0.0,B+,4.0,2.0
006110,2021,2022,삼아알미늄,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
006110,2022,2023,삼아알미늄,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230315001212.0,2439.0,5.0,133.0,0.0021,0.0545,0.102,1.0,0.0,C,2.0,1.0
006110,2023,2024,삼아알미늄,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240314001254.0,2506.0,11.0,110.0,0.0044,0.0439,0.079,1.0,0.0,C,2.0,1.0
006400,2021,2022,삼성SDI,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220308000915.0,5796.0,56.0,422.0,0.0097,0.0728,0.1161,1.0,0.0,A,5.0,3.0
006800,2021,2022,미래에셋증권,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316001023.0,6088.0,20.0,396.0,0.0033,0.065,0.0924,1.0,0.0,B+,4.0,2.0
006800,2022,2023,미래에셋증권,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230315001134.0,6956.0,39.0,380.0,0.0056,0.0546,0.0803,1.0,0.0,A,5.0,3.0
006800,2023,2024,미래에셋증권,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240318000604.0,8383.0,35.0,430.0,0.0042,0.0513,0.0901,1.0,0.0,A,5.0,3.0
007310,2021,2022,오뚜기,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220317000455.0,2976.0,26.0,150.0,0.0087,0.0504,0.06,1.0,0.0,A,5.0,3.0
007310,2022,2023,오뚜기,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230321000549.0,3734.0,42.0,259.0,0.0112,0.0694,0.0952,1.0,0.0,C,2.0,1.0
007310,2023,2024,오뚜기,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240318000813.0,4164.0,54.0,208.0,0.013,0.05,0.0624,1.0,0.0,B+,4.0,2.0
009150,2021,2022,삼성전기,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220308000667.0,5101.0,72.0,327.0,0.0141,0.0641,0.0962,1.0,0.0,A,5.0,3.0
009150,2022,2023,삼성전기,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230307000653.0,5713.0,102.0,397.0,0.0179,0.0695,0.1048,1.0,0.0,A,5.0,3.0
009150,2023,2024,삼성전기,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240329002895.0,7079.0,111.0,381.0,0.0157,0.0538,0.0765,1.0,0.0,A,5.0,3.0
009540,2021,2022,HD한국조선해양,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220314000893.0,8043.0,182.0,251.0,0.0226,0.0312,0.0406,0.9977,0.0001,A,5.0,3.0
009540,2022,2023,HD한국조선해양,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320000758.0,11349.0,219.0,291.0,0.0193,0.0256,0.0298,0.998,0.0001,B+,4.0,2.0
009540,2023,2024,HD한국조선해양,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240321000061.0,10364.0,234.0,323.0,0.0226,0.0312,0.0399,0.9982,0.0001,A,5.0,3.0
009830,2021,2022,한화솔루션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220329000749.0,23.0,0.0,1.0,0.0,0.0435,0.0351,1.0,0.0,A,5.0,3.0
009830,2022,2023,한화솔루션,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
009830,2023,2024,한화솔루션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240328000654.0,8396.0,171.0,232.0,0.0204,0.0276,0.0328,1.0,0.0,B+,4.0,2.0
010130,2021,2022,고려아연,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220315001010.0,2642.0,30.0,122.0,0.0114,0.0462,0.0586,1.0,0.0,B,3.0,2.0
010140,2021,2022,삼성중공업,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220310001057.0,3783.0,61.0,230.0,0.0161,0.0608,0.0936,1.0,0.0,B+,4.0,2.0
010140,2022,2023,삼성중공업,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230309000699.0,3979.0,67.0,199.0,0.0168,0.05,0.0749,1.0,0.0,B+,4.0,2.0
010140,2023,2024,삼성중공업,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240315000850.0,4866.0,74.0,242.0,0.0152,0.0497,0.073,1.0,0.0,A,5.0,3.0
010620,2021,2022,HD현대미포,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220315000376.0,4072.0,70.0,184.0,0.0172,0.0452,0.0622,1.0,0.0,A,5.0,3.0
010620,2022,2023,HD현대미포,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320000896.0,5197.0,63.0,200.0,0.0121,0.0385,0.0575,1.0,0.0,B+,4.0,2.0
010620,2023,2024,HD현대미포,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240315000753.0,6274.0,50.0,223.0,0.008,0.0355,0.0319,1.0,0.0,A,5.0,3.0
010950,2021,2022,S-Oil,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220314000379.0,5042.0,73.0,380.0,0.0145,0.0754,0.1195,1.0,0.0,A,5.0,3.0
011170,2021,2022,롯데케미칼,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316001034.0,5699.0,77.0,307.0,0.0135,0.0539,0.086,1.0,0.0,A,5.0,3.0
011200,2021,2022,HMM,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220321001124.0,1617.0,11.0,223.0,0.0068,0.1379,0.1626,1.0,0.0,A,5.0,3.0
011200,2022,2023,HMM,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230323001372.0,1693.0,6.0,228.0,0.0035,0.1347,0.1707,1.0,0.0,A,5.0,3.0
011200,2023,2024,HMM,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240328001188.0,1841.0,10.0,266.0,0.0054,0.1445,0.1781,1.0,0.0,A,5.0,3.0
011780,2021,2022,금호석유화학,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220328000826.0,3940.0,47.0,319.0,0.0119,0.081,0.0913,1.0,0.0,B+,4.0,2.0
011780,2022,2023,금호석유화학,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230316001213.0,4119.0,92.0,284.0,0.0223,0.0689,0.0984,1.0,0.0,A,5.0,3.0
011780,2023,2024,금호석유화학,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240328001337.0,3555.0,105.0,251.0,0.0295,0.0706,0.126,1.0,0.0,A,5.0,3.0
011790,2021,2022,SKC,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316000971.0,2426.0,22.0,170.0,0.0091,0.0701,0.1095,1.0,0.0,A,5.0,3.0
011790,2022,2023,SKC,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320000846.0,2723.0,25.0,196.0,0.0092,0.072,0.1063,1.0,0.0,A,5.0,3.0
011790,2023,2024,SKC,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240409003864.0,1904.0,16.0,140.0,0.0084,0.0735,0.1125,1.0,0.0,A+,6.0,4.0
012330,2021,2022,현대모비스,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220315000823.0,2994.0,47.0,316.0,0.0157,0.1055,0.1358,1.0,0.0,A,5.0,3.0
012330,2022,2023,현대모비스,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230321001162.0,3012.0,55.0,310.0,0.0183,0.1029,0.1276,1.0,0.0,A,5.0,3.0
012330,2023,2024,현대모비스,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240319000626.0,3584.0,72.0,363.0,0.0201,0.1013,0.1294,1.0,0.0,A,5.0,3.0
015760,2021,2022,한국전력공사,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220516001505.0,11726.0,243.0,247.0,0.0207,0.0211,0.0426,1.0,0.0,B+,4.0,2.0
015760,2022,2023,한국전력공사,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230525000309.0,14373.0,298.0,319.0,0.0207,0.0222,0.0447,1.0,0.0,B,3.0,2.0
015760,2023,2024,한국전력공사,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240329002856.0,15628.0,338.0,320.0,0.0216,0.0205,0.0384,1.0,0.0,B+,4.0,2.0
017670,2021,2022,SK텔레콤,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316000250.0,6590.0,56.0,314.0,0.0085,0.0476,0.0768,1.0,0.0,A,5.0,3.0
017670,2022,2023,SK텔레콤,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320000235.0,6549.0,53.0,343.0,0.0081,0.0524,0.0988,1.0,0.0,A,5.0,3.0
017670,2023,2024,SK텔레콤,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240318000570.0,2996.0,27.0,251.0,0.009,0.0838,0.1176,1.0,0.0,A,5.0,3.0
018260,2021,2022,삼성에스디에스,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220308000737.0,2204.0,9.0,276.0,0.0041,0.1252,0.1339,1.0,0.0,A,5.0,3.0
021240,2021,2022,코웨이,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
021240,2022,2023,코웨이,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
021240,2023,2024,코웨이,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240329002735.0,5391.0,65.0,186.0,0.0121,0.0345,0.0494,1.0,0.0,A,5.0,3.0
023530,2021,2022,롯데쇼핑,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
023530,2022,2023,롯데쇼핑,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
023530,2023,2024,롯데쇼핑,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
024110,2021,2022,기업은행,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316001255.0,1120.0,20.0,111.0,0.0179,0.0991,0.116,1.0,0.0,A,5.0,3.0
028050,2021,2022,삼성E&A,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
028050,2022,2023,삼성E&A,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
028050,2023,2024,삼성E&A,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240329003421.0,7800.0,77.0,431.0,0.0099,0.0553,0.0851,1.0,0.0,A,5.0,3.0
028260,2021,2022,삼성물산,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220310000790.0,8273.0,97.0,324.0,0.0117,0.0392,0.0675,1.0,0.0,A,5.0,3.0
028260,2022,2023,삼성물산,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230309000761.0,10054.0,108.0,342.0,0.0107,0.034,0.0619,1.0,0.0,A,5.0,3.0
028260,2023,2024,삼성물산,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240329002523.0,10746.0,119.0,332.0,0.0111,0.0309,0.0508,1.0,0.0,A+,6.0,4.0
028670,2021,2022,팬오션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220321000845.0,5057.0,187.0,219.0,0.037,0.0433,0.0953,1.0,0.0,B+,4.0,2.0
028670,2022,2023,팬오션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230321001130.0,4877.0,100.0,231.0,0.0205,0.0474,0.0707,1.0,0.0,B,3.0,2.0
028670,2023,2024,팬오션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240319000829.0,4074.0,113.0,223.0,0.0277,0.0547,0.1128,1.0,0.0,A,5.0,3.0
029780,2021,2022,삼성카드,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220308000831.0,2533.0,5.0,337.0,0.002,0.133,0.144,1.0,0.0,A,5.0,3.0
029780,2022,2023,삼성카드,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230308000723.0,2532.0,9.0,346.0,0.0036,0.1367,0.1453,1.0,0.0,A,5.0,3.0
029780,2023,2024,삼성카드,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240312000868.0,2446.0,5.0,331.0,0.002,0.1353,0.1439,1.0,0.0,A,5.0,3.0
030200,2021,2022,케이티,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220323001025.0,2192.0,16.0,189.0,0.0073,0.0862,0.108,1.0,0.0,A+,6.0,4.0
032640,2021,2022,LG유플러스,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220303000725.0,2573.0,24.0,280.0,0.0093,0.1088,0.1367,1.0,0.0,A,5.0,3.0
032640,2022,2023,LG유플러스,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230302000615.0,2854.0,35.0,249.0,0.0123,0.0872,0.1095,0.9895,0.0011,A,5.0,3.0
032640,2023,2024,LG유플러스,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240313001130.0,3267.0,34.0,255.0,0.0104,0.0781,0.1033,0.9897,0.0009,A,5.0,3.0
032830,2021,2022,삼성생명,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220308000939.0,65.0,0.0,4.0,0.0,0.0615,0.0432,1.0,0.0,A,5.0,3.0
032830,2022,2023,삼성생명,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230308000737.0,81.0,0.0,4.0,0.0,0.0494,0.0296,1.0,0.0,A,5.0,3.0
032830,2023,2024,삼성생명,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240612000329.0,87.0,0.0,5.0,0.0,0.0575,0.0387,1.0,0.0,A,5.0,3.0
033780,2021,2022,케이티앤지,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220321001014.0,6348.0,55.0,291.0,0.0087,0.0458,0.0836,1.0,0.0,A,5.0,3.0
