stock_code,fiscal_year,esg_year,company_name,industry,esg_grade,e_grade,s_grade,g_grade,universe,in_corp_code,in_collected_reports,in_sections_extracted,in_firm_year_documents,in_features_expF,in_merged_expF,status,sub_status,reason,source_pipeline,recovery_method,rcept_no,total_tokens,esg_signal_count,g_signal_count,esg_signal_ratio,g_signal_ratio,esg_tfidf_concentration,esg_g_relative,bp_contamination_rate,kcgs_grade,kcgs_grade_7,kcgs_grade_4
033780,2022,2023,케이티앤지,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320001005.0,8958.0,78.0,404.0,0.0087,0.0451,0.081,1.0,0.0,A,5.0,3.0
033780,2023,2024,케이티앤지,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240320001212.0,9875.0,140.0,405.0,0.0142,0.041,0.0701,1.0,0.0,A+,6.0,4.0
034730,2021,2022,SK,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220321001011.0,4682.0,90.0,348.0,0.0192,0.0743,0.1102,1.0,0.0,A+,6.0,4.0
034730,2022,2023,SK,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230321001347.0,6055.0,270.0,329.0,0.0446,0.0543,0.1265,1.0,0.0,A+,6.0,4.0
034730,2023,2024,SK,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240319000757.0,5790.0,230.0,400.0,0.0397,0.0691,0.1262,1.0,0.0,A+,6.0,4.0
035420,2021,2022,NAVER,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220304000687.0,7992.0,56.0,256.0,0.007,0.032,0.0426,1.0,0.0,A+,6.0,4.0
035720,2021,2022,카카오,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220321001331.0,2677.0,19.0,290.0,0.0071,0.1083,0.151,1.0,0.0,A,5.0,3.0
036460,2021,2022,한국가스공사,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220325000211.0,1243.0,28.0,127.0,0.0225,0.1022,0.1413,1.0,0.0,B+,4.0,2.0
036460,2022,2023,한국가스공사,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230321001441.0,1366.0,31.0,137.0,0.0227,0.1003,0.1482,1.0,0.0,B+,4.0,2.0
036460,2023,2024,한국가스공사,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240325000966.0,1537.0,39.0,160.0,0.0254,0.1041,0.1414,1.0,0.0,A,5.0,3.0
042660,2021,2022,한화오션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220314001167.0,998.0,12.0,103.0,0.012,0.1032,0.1172,1.0,0.0,A,5.0,3.0
042660,2022,2023,한화오션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230313000849.0,1254.0,11.0,163.0,0.0088,0.13,0.148,1.0,0.0,B+,4.0,2.0
042660,2023,2024,한화오션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240328000773.0,1710.0,14.0,160.0,0.0082,0.0936,0.1187,1.0,0.0,B+,4.0,2.0
047050,2021,2022,포스코인터내셔널,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220311001166.0,6760.0,67.0,342.0,0.0099,0.0506,0.0795,1.0,0.0,A+,6.0,4.0
047050,2022,2023,포스코인터내셔널,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
047050,2023,2024,포스코인터내셔널,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240329001908.0,12827.0,103.0,445.0,0.008,0.0347,0.042,1.0,0.0,A,5.0,3.0
051910,2021,2022,LG화학,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220315001036.0,6610.0,75.0,299.0,0.0113,0.0452,0.0792,1.0,0.0,B+,4.0,2.0
055550,2021,2022,신한지주,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
066570,2021,2022,LG전자,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316000886.0,9121.0,82.0,179.0,0.009,0.0196,0.0074,0.9962,0.0001,A,5.0,3.0
066570,2022,2023,LG전자,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230317000955.0,10320.0,100.0,206.0,0.0097,0.02,0.0079,0.9903,0.0003,A,5.0,3.0
066570,2023,2024,LG전자,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240318000755.0,12016.0,123.0,202.0,0.0102,0.0168,0.0067,0.9939,0.0002,A,5.0,3.0
068270,2021,2022,셀트리온,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220512000853.0,3110.0,41.0,229.0,0.0132,0.0736,0.0999,1.0,0.0,B,3.0,2.0
069960,2021,2022,현대백화점,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220318000922.0,2582.0,46.0,178.0,0.0178,0.0689,0.0752,1.0,0.0,A,5.0,3.0
069960,2022,2023,현대백화점,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320001061.0,2914.0,48.0,214.0,0.0165,0.0734,0.0834,1.0,0.0,A,5.0,3.0
069960,2023,2024,현대백화점,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240318000213.0,3186.0,68.0,236.0,0.0213,0.0741,0.0948,1.0,0.0,A+,6.0,4.0
086790,2021,2022,하나금융지주,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220317001011.0,11471.0,97.0,543.0,0.0085,0.0473,0.0677,1.0,0.0,A,5.0,3.0
090430,2021,2022,아모레퍼시픽,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220316000772.0,3042.0,25.0,274.0,0.0082,0.0901,0.0916,1.0,0.0,A,5.0,3.0
090430,2022,2023,아모레퍼시픽,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230309000802.0,3814.0,23.0,303.0,0.006,0.0794,0.0864,1.0,0.0,A,5.0,3.0
090430,2023,2024,아모레퍼시픽,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240307000545.0,4422.0,42.0,333.0,0.0095,0.0753,0.0857,1.0,0.0,A,5.0,3.0
096770,2021,2022,SK이노베이션,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220323000978.0,11421.0,158.0,405.0,0.0138,0.0355,0.0486,1.0,0.0,미공개,,
097950,2021,2022,CJ제일제당,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220321001115.0,2015.0,13.0,161.0,0.0065,0.0799,0.0958,1.0,0.0,A,5.0,3.0
105560,2021,2022,KB금융,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
120110,2021,2022,코오롱인더,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
120110,2022,2023,코오롱인더,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320001068.0,1509.0,50.0,143.0,0.0331,0.0948,0.1706,1.0,0.0,B+,4.0,2.0
120110,2023,2024,코오롱인더,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240320001923.0,1417.0,53.0,132.0,0.0374,0.0932,0.1681,1.0,0.0,B+,4.0,2.0
161390,2021,2022,한국타이어앤테크놀로지,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220322001106.0,1849.0,22.0,240.0,0.0119,0.1298,0.1628,1.0,0.0,B+,4.0,2.0
161390,2022,2023,한국타이어앤테크놀로지,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230324001266.0,1925.0,21.0,239.0,0.0109,0.1242,0.1569,1.0,0.0,B,3.0,2.0
161390,2023,2024,한국타이어앤테크놀로지,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240325000791.0,2177.0,22.0,284.0,0.0101,0.1305,0.1627,1.0,0.0,B,3.0,2.0
180640,2021,2022,한진칼,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220315001132.0,2836.0,68.0,237.0,0.024,0.0836,0.1518,1.0,0.0,A,5.0,3.0
180640,2022,2023,한진칼,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230315001278.0,3009.0,59.0,255.0,0.0196,0.0847,0.1283,1.0,0.0,A,5.0,3.0
180640,2023,2024,한진칼,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240320001651.0,2199.0,34.0,189.0,0.0155,0.0859,0.1191,1.0,0.0,A,5.0,3.0
207940,2021,2022,삼성바이오로직스,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
207940,2022,2023,삼성바이오로직스,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
207940,2023,2024,삼성바이오로직스,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
251270,2021,2022,넷마블,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220321001426.0,4529.0,0.0,238.0,0.0,0.0526,0.0909,1.0,0.0,B+,4.0,2.0
251270,2022,2023,넷마블,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
251270,2023,2024,넷마블,,,,,,user_native_extension,True,True,True,False,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
267250,2021,2022,HD현대,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20220323001006.0,5.0,0.0,2.0,0.0,0.4,0.2638,1.0,0.0,A,5.0,3.0
267250,2022,2023,HD현대,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320001015.0,16068.0,368.0,282.0,0.0229,0.0176,0.0029,1.0,0.0,A,5.0,3.0
267250,2023,2024,HD현대,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240321001432.0,14642.0,404.0,263.0,0.0276,0.018,0.0127,1.0,0.0,A,5.0,3.0
326030,2021,2022,에스케이바이오팜,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
326030,2022,2023,에스케이바이오팜,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20230320000326.0,1950.0,1.0,245.0,0.0005,0.1256,0.1701,1.0,0.0,A,5.0,3.0
326030,2023,2024,에스케이바이오팜,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240318000296.0,2051.0,3.0,253.0,0.0015,0.1234,0.1691,1.0,0.0,A,5.0,3.0
377300,2021,2022,카카오페이,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
377300,2022,2023,카카오페이,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,,,,,,,,,,,,
377300,2023,2024,카카오페이,,,,,,user_native_extension,True,True,True,True,False,False,EXTENSION_USER_NATIVE,,collected by user pipeline but outside Hyesung 381 universe,jiwoo_native_extension,none_needed_extension,20240418000360.0,1709.0,6.0,226.0,0.0035,0.1322,0.1519,1.0,0.0,A,5.0,3.0
